0,1,2,0,1,1.0
0,2,3,0,0,0.23809523809523808
0,2,3,1,2,0.3333333333333333
0,1,1,0,1,1.0
0,0,3,2,0,1.0
2,1,3,1,0,0.4166666666666667
0,2,2,2,1,0.14285714285714285
0,1,0,1,1,1.0
0,3,0,1,1,1.0
0,3,3,0,2,0.625
0,0,0,0,0,0.6666666666666666
0,0,0,0,1,1.0
3,0,0,0,2,0.3333333333333333
2,0,3,1,0,0.4166666666666667
0,3,0,1,2,0.5294117647058824
1,1,0,1,0,0.5833333333333334
2,1,0,0,0,0.5833333333333334
3,0,1,0,2,0.3333333333333333
1,1,1,1,2,0.5
1,1,2,1,2,0.5
0,0,3,0,1,1.0
2,3,2,0,0,0.2
2,2,1,0,0,0.3333333333333333
0,0,3,1,1,1.0
3,1,3,1,2,0.25
0,3,3,0,0,0.1875
0,3,3,0,1,1.0
0,1,1,1,0,0.5833333333333334
0,3,3,1,2,0.4
1,0,3,0,0,0.5833333333333334
3,1,3,0,2,0.25
0,0,0,2,2,1.0
0,0,1,2,2,1.0
2,2,3,1,0,0.23809523809523808
2,2,3,2,1,0.2631578947368421
2,3,2,1,0,0.4
0,3,1,0,0,0.4
0,0,3,1,2,0.16666666666666666
0,1,3,0,0,0.6666666666666666
0,3,2,2,1,1.0
0,0,3,2,2,1.0
2,3,2,1,2,0.6
0,2,2,1,0,0.3333333333333333
1,1,3,0,2,0.25
0,2,1,2,2,1.0
1,1,1,0,2,0.5
0,0,1,2,0,1.0
2,2,2,2,0,0.10526315789473684
2,0,1,1,2,0.3333333333333333
0,2,2,0,1,1.0
0,0,3,2,1,1.0
0,3,2,1,0,0.4
0,2,2,0,2,0.42857142857142855
2,0,1,0,0,0.6666666666666666
2,0,0,1,0,0.6666666666666666
0,2,2,2,2,0.10526315789473684
0,0,3,0,0,0.5833333333333334
2,1,2,0,2,0.25
1,0,2,1,2,0.3333333333333333
2,2,0,1,2,0.5
1,0,0,1,0,0.6666666666666666
1,0,2,1,0,0.6666666666666666
3,0,3,0,2,0.16666666666666666
0,3,1,1,0,0.4
0,3,2,0,1,1.0
0,3,1,0,2,0.6
0,0,2,0,1,1.0
0,3,2,1,1,1.0
2,2,3,0,0,0.23809523809523808
2,2,0,0,2,0.5
0,0,2,1,0,0.6666666666666666
1,1,2,0,2,0.25
2,0,2,0,2,0.16666666666666666
0,1,0,2,0,1.0
2,1,2,1,0,0.5833333333333334
3,0,2,0,2,0.16666666666666666
2,2,2,0,0,0.14285714285714285
2,0,3,0,2,0.16666666666666666
2,2,0,1,0,0.3333333333333333
0,1,3,1,1,1.0
2,3,1,0,0,0.4
0,3,0,0,1,1.0
0,2,0,0,2,0.5
0,1,3,0,1,1.0
0,2,0,1,0,0.3333333333333333
2,3,0,0,2,0.6
1,0,1,1,2,0.3333333333333333
3,1,1,1,2,0.5
0,2,0,1,2,0.5
2,3,0,1,0,0.35294117647058826
0,2,1,1,1,1.0
0,0,2,1,1,1.0
2,2,2,2,2,0.10526315789473684
1,0,1,0,2,0.3333333333333333
0,2,3,2,1,0.2631578947368421
0,2,0,0,1,1.0
2,1,3,1,2,0.25
1,1,3,1,0,0.4166666666666667
2,0,3,1,2,0.16666666666666666
2,0,1,0,2,0.3333333333333333
0,1,3,1,2,0.25
0,0,2,2,2,1.0
0,0,0,2,0,1.0
0,3,0,0,0,0.4
2,0,2,1,2,0.3333333333333333
0,3,1,0,1,1.0
3,0,0,1,2,0.3333333333333333
1,0,2,0,0,0.5833333333333334
0,2,3,2,2,0.21052631578947367
1,1,0,0,2,0.5
2,1,1,0,0,0.5833333333333334
0,3,2,2,2,1.0
0,2,3,1,0,0.23809523809523808
1,0,0,0,0,0.6666666666666666
1,0,0,1,2,0.3333333333333333
2,3,1,1,0,0.4
0,3,2,0,2,0.6
2,2,3,0,1,0.14285714285714285
0,2,2,2,0,0.10526315789473684
0,2,1,2,1,1.0
0,1,2,2,0,1.0
0,1,1,0,0,0.5833333333333334
2,1,0,1,2,0.5
1,1,3,1,2,0.25
1,1,2,1,0,0.5833333333333334
0,2,2,1,1,1.0
3,1,0,0,2,0.5
0,1,2,2,2,1.0
0,2,1,2,0,1.0
0,1,3,1,0,0.4166666666666667
2,3,0,1,2,0.5294117647058824
0,1,3,2,1,1.0
0,0,1,0,0,0.6666666666666666
2,2,2,1,0,0.3333333333333333
0,1,1,2,2,1.0
0,3,1,2,2,1.0
0,1,3,2,2,1.0
0,1,2,1,1,1.0
0,2,0,2,0,1.0
2,1,3,0,2,0.25
2,3,3,0,0,0.1875
2,2,1,1,2,0.5
2,1,2,1,2,0.5
0,1,0,0,0,0.5833333333333334
2,2,1,0,2,0.5
1,1,0,1,2,0.5
2,3,3,1,2,0.4
0,3,2,0,0,0.2
2,3,3,0,2,0.625
0,0,1,2,1,1.0
0,2,1,1,2,0.5
0,3,0,2,0,1.0
2,2,3,2,2,0.21052631578947367
1,0,2,0,2,0.16666666666666666
0,3,0,2,2,1.0
2,3,1,1,2,0.6
0,3,1,2,0,1.0
0,3,1,2,1,1.0
1,0,1,0,0,0.6666666666666666
0,2,1,0,2,0.5
1,0,0,0,2,0.3333333333333333
1,1,2,0,0,0.6666666666666666
2,0,0,0,2,0.3333333333333333
0,3,3,1,1,1.0
2,1,3,0,0,0.6666666666666666
3,0,2,1,2,0.3333333333333333
2,0,2,1,0,0.6666666666666666
0,3,3,2,0,1.0
0,3,0,2,1,1.0
0,1,1,2,0,1.0
0,1,2,2,1,1.0
2,3,1,0,2,0.6
2,1,1,1,2,0.5
0,2,3,1,1,0.14285714285714285
2,2,3,2,0,0.21052631578947367
0,0,0,2,1,1.0
2,3,0,0,0,0.4
0,2,3,0,2,0.42857142857142855
0,2,1,0,0,0.3333333333333333
0,2,2,1,2,0.5
0,0,1,1,0,0.6666666666666666
0,2,0,0,0,0.3333333333333333
0,0,1,0,1,1.0
1,1,0,0,0,0.5833333333333334
2,1,0,1,0,0.5833333333333334
0,3,1,1,1,1.0
0,1,1,1,1,1.0
0,1,0,2,2,1.0
3,0,3,1,2,0.16666666666666666
0,1,0,0,1,1.0
0,3,0,0,2,0.6
0,2,0,2,1,1.0
2,2,1,1,0,0.3333333333333333
2,2,2,0,2,0.42857142857142855
0,0,2,2,0,1.0
0,0,2,2,1,1.0
2,2,2,1,2,0.5
0,1,2,0,0,0.6666666666666666
0,3,3,2,2,1.0
3,1,2,0,2,0.25
2,2,3,1,2,0.3333333333333333
2,0,2,0,0,0.5833333333333334
2,2,2,2,1,0.14285714285714285
0,2,2,0,0,0.14285714285714285
2,2,3,0,2,0.42857142857142855
3,1,0,1,2,0.5
2,0,0,1,2,0.3333333333333333
0,3,0,1,0,0.35294117647058826
2,3,3,1,0,0.2
0,2,0,2,2,1.0
2,2,0,0,0,0.3333333333333333
2,0,1,1,0,0.6666666666666666
0,1,1,2,1,1.0
1,1,3,0,0,0.6666666666666666
1,1,1,0,0,0.5833333333333334
2,0,3,0,0,0.5833333333333334
0,2,1,1,0,0.3333333333333333
2,0,0,0,0,0.6666666666666666
2,1,1,0,2,0.5
0,0,0,1,0,0.6666666666666666
0,0,0,1,1,1.0
0,0,3,1,0,0.4166666666666667
3,1,2,1,2,0.5
0,0,1,1,1,1.0
0,2,1,0,1,1.0
1,0,3,0,2,0.16666666666666666
0,2,0,1,1,1.0
3,0,1,1,2,0.3333333333333333
0,3,3,1,0,0.2
2,1,2,0,0,0.6666666666666666
1,0,3,1,2,0.16666666666666666
3,1,1,0,2,0.5
0,3,3,2,1,1.0
0,1,2,1,0,0.5833333333333334
0,1,0,2,1,1.0
0,3,2,2,0,1.0
0,3,1,1,2,0.6
0,2,3,2,0,0.21052631578947367
0,1,0,1,0,0.5833333333333334
2,2,3,1,1,0.14285714285714285
2,3,2,0,2,0.6
0,0,2,0,0,0.5833333333333334
2,1,0,0,2,0.5
1,0,3,1,0,0.4166666666666667
0,2,3,0,1,0.14285714285714285
0,1,3,2,0,1.0
1,0,1,1,0,0.6666666666666666
0,3,2,1,2,0.6
2,1,1,1,0,0.5833333333333334
1,1,1,1,0,0.5833333333333334
